client_id,created_at,departureDate,departureTime,destination,destination_coordinates_lat,destination_coordinates_lng,pickup,pickup_coordinates_lat,pickup_coordinates_lng,returnDate,state,timestamp,trip_id,departure_datetime,departure_hour,departure_minute,departure_time_minutes,departure_day,departure_month,departure_dayofweek,direction
NXnF71i8zP9iGrUvqX2gU6z9UE11,2025-11-25T06:17:30.175705+07:00,25/11/2025,13:30,Ha Long - Tuan Chau Port,20.79446170948439,107.0772367506026,Hanoi - Long Bien Station,21.08864341018869,106.02115246058564,,Completed,1764026250175,,2025-11-25 13:30:00,13,30,810,25,11,1,Hanoi_to_QuangNinh
yvrchDkkxhiXNEb8MS0V7jfEheSj,2025-11-07T21:25:59.811923+07:00,07/11/2025,15:45,Ha Long - Bai Chay Station,21.00231141284815,106.47618165320772,Hanoi - Luong Yen Station,21.01478228363654,105.68152402795045,,Completed,1762525559811,,2025-11-07 15:45:00,15,45,945,7,11,4,Hanoi_to_QuangNinh
fCBLJPkbzvobp8XPSQJhU0b6W6WC,2025-12-12T21:48:16.956169+07:00,12/12/2025,15:45,Mong Cai Bus Station,20.71370119178736,107.0161177467843,Hanoi - Gia Lam Station,21.07450537109915,105.96095656466746,,Completed,1765550896956,,2025-12-12 15:45:00,15,45,945,12,12,4,Hanoi_to_QuangNinh
U4ajvWUuKSJzedT48ErwLq285r7h,2025-12-14T01:09:56.014683+07:00,14/12/2025,20:45,Ha Long - Bai Chay Station,21.05726919763872,107.26235822945914,Hanoi - Gia Lam Station,21.12020084524631,105.68557955345425,,Completed,1765649396014,,2025-12-14 20:45:00,20,45,1245,14,12,6,Hanoi_to_QuangNinh
empgF78PyNHzFYwuqvLHMPsdN8dB,2025-11-26T01:41:46.780266+07:00,26/11/2025,14:00,Uong Bi Bus Station,21.05669086490225,106.9444493476511,Hanoi - Long Bien Station,21.0526867731032,105.85053425704815,,Completed,1764096106780,,2025-11-26 14:00:00,14,0,840,26,11,2,Hanoi_to_QuangNinh
Jfh5Y96KF9cLFT7SxcGQT48Pv2v4,2025-10-15T03:01:46.730024+07:00,15/10/2025,11:15,Mong Cai Bus Station,21.03092264036808,106.82498870297898,Hanoi - My Dinh Bus Station,20.88162270533316,105.88569199472308,,Completed,1760472106730,,2025-10-15 11:15:00,11,15,675,15,10,2,Hanoi_to_QuangNinh
mKs89r1TUyZbAgjf7T4YhJG1KmQY,2026-01-04T11:38:11.662924+07:00,04/01/2026,09:30,Van Don Ferry Terminal,20.66133617657891,106.63516810815872,Hanoi - Yen Nghia Station,21.00808937541571,105.8499828655814,,Completed,1767501491662,,2026-01-04 09:30:00,9,30,570,4,1,6,Hanoi_to_QuangNinh
eAVHWHf9kD3GQQyrKX6MaoZ7ydxN,2025-10-16T22:55:05.742225+07:00,16/10/2025,15:45,Mong Cai Bus Station,20.67945799348243,106.76620571921464,Hanoi - Gia Lam Station,20.89935239242354,105.6478600162432,,Completed,1760630105742,,2025-10-16 15:45:00,15,45,945,16,10,3,Hanoi_to_QuangNinh
DxHLqHHCJjYpssVBdoJYcaaR0ctQ,2026-01-05T01:37:44.121130+07:00,05/01/2026,10:30,Ha Long - Tuan Chau Port,20.67986726840778,107.3922739470486,Hanoi - My Dinh Bus Station,21.16311427034921,105.74773597995528,,Completed,1767551864121,,2026-01-05 10:30:00,10,30,630,5,1,0,Hanoi_to_QuangNinh
hqbg3LdiNZBkFGHPbHfpYrj7rGcR,2025-11-16T04:01:59.333990+07:00,16/11/2025,23:30,Cam Pha Bus Station,21.18372776790598,106.53305049482208,Hanoi - Gia Lam Station,20.76771634361364,105.56211862606986,,Completed,1763240519333,,2025-11-16 23:30:00,23,30,1410,16,11,6,Hanoi_to_QuangNinh
BBMzi2JL5A5hBFr92dqKqjSVMhjK,2025-10-20T14:03:13.293475+07:00,20/10/2025,05:15,Uong Bi Bus Station,20.67890752944239,107.22945680675778,Hanoi - Yen Nghia Station,21.17908788002426,105.6512666607434,,Completed,1760943793293,,2025-10-20 05:15:00,5,15,315,20,10,0,Hanoi_to_QuangNinh
fAncDXdSvQQPif15upLak5gfGAqz,2025-11-07T07:48:44.862663+07:00,07/11/2025,11:30,Van Don Ferry Terminal,21.12187050460864,107.47592743118985,Hanoi - Long Bien Station,21.05902322736289,105.5729328908828,,Completed,1762476524862,,2025-11-07 11:30:00,11,30,690,7,11,4,Hanoi_to_QuangNinh
Pdi5jJiP16T06whJmu45WZsbkqxk,2025-10-18T12:52:09.319046+07:00,18/10/2025,21:15,Ha Long - Bai Chay Station,20.67613206894201,106.60621409567186,Hanoi - My Dinh Bus Station,20.98584461357172,105.76632942665373,,Completed,1760766729319,,2025-10-18 21:15:00,21,15,1275,18,10,5,Hanoi_to_QuangNinh
d1GvQZzEc7rFn0qSWd5q6oVQy3pj,2025-12-15T18:50:52.383642+07:00,15/12/2025,06:30,Mong Cai Bus Station,20.71368168576534,106.9813425580144,Hanoi - Giap Bat Station,20.87266574846859,105.76913771151132,,Completed,1765799452383,,2025-12-15 06:30:00,6,30,390,15,12,0,Hanoi_to_QuangNinh
Hcfa3XAXwKcX9FyeDQRsrdntpsbY,2025-12-02T09:48:52.287966+07:00,02/12/2025,11:15,Van Don Ferry Terminal,21.0992445746957,106.68345074017488,Hanoi - Gia Lam Station,20.80170785936632,105.85564273900616,,Completed,1764643732287,,2025-12-02 11:15:00,11,15,675,2,12,1,Hanoi_to_QuangNinh
5iEy78NNhD4Jhu6GicHZm6HJ3o67,2025-11-25T15:57:21.885394+07:00,25/11/2025,06:15,Uong Bi Bus Station,21.00778294946625,107.48524944115586,Hanoi - Yen Nghia Station,21.28965388184078,105.82038151982316,,Completed,1764061041885,,2025-11-25 06:15:00,6,15,375,25,11,1,Hanoi_to_QuangNinh
ceCiwF1K0p62egB6X1hpxMowqLPp,2026-01-05T16:06:32.768738+07:00,05/01/2026,18:00,Ha Long - Tuan Chau Port,21.04616700628638,106.68440128918373,Hanoi - Long Bien Station,21.12231802929073,105.87147411412953,,Completed,1767603992768,,2026-01-05 18:00:00,18,0,1080,5,1,0,Hanoi_to_QuangNinh
gEsT8hZGNy5cKe9AFAeok4Fq1NRH,2025-11-07T06:46:07.254121+07:00,07/11/2025,07:15,Cam Pha Bus Station,20.79516566298393,106.47671737313668,Hanoi - My Dinh Bus Station,21.0485160523314,105.8381109008902,,Completed,1762472767254,,2025-11-07 07:15:00,7,15,435,7,11,4,Hanoi_to_QuangNinh
bHw9s6YHSHRdQsPTPfuAHCyjgYMb,2025-12-01T04:21:04.028851+07:00,01/12/2025,18:45,Uong Bi Bus Station,21.13838334601086,107.48855927982385,Hanoi - Gia Lam Station,21.25497663320322,105.82365854397212,,Completed,1764537664028,,2025-12-01 18:45:00,18,45,1125,1,12,0,Hanoi_to_QuangNinh
CYCM6vqh3r3xf9ZeVikgkFCvEAiG,2025-11-23T00:24:58.222521+07:00,23/11/2025,23:15,Ha Long - Bai Chay Station,20.86802125554364,107.48282961159197,Hanoi - Giap Bat Station,21.06024447542723,105.73121911281667,,Completed,1763832298222,,2025-11-23 23:15:00,23,15,1395,23,11,6,Hanoi_to_QuangNinh
nUnTtmJG1SGdLGuDzYx2MsrGiWTo,2025-10-15T12:47:17.731417+07:00,15/10/2025,09:30,Cam Pha Bus Station,20.73861360748403,106.79477642803543,Hanoi - Gia Lam Station,21.28334947314587,105.81126231038824,,Completed,1760507237731,,2025-10-15 09:30:00,9,30,570,15,10,2,Hanoi_to_QuangNinh
6SBCyEzpjHx58XwKVgRWw8fvRbRi,2025-10-22T10:48:37.839040+07:00,22/10/2025,13:45,Ha Long - Bai Chay Station,20.84564235807884,107.44608558810022,Hanoi - Gia Lam Station,20.837865073681,105.79895098212202,,Completed,1761104917839,,2025-10-22 13:45:00,13,45,825,22,10,2,Hanoi_to_QuangNinh
JeFg69TW0HxTPW6HHWnPhrieNbbg,2025-10-23T21:03:41.187387+07:00,23/10/2025,16:30,Ha Long - Tuan Chau Port,21.08240738048731,106.6482184562332,Hanoi - Long Bien Station,20.87808896419557,105.62845540100986,,Completed,1761228221187,,2025-10-23 16:30:00,16,30,990,23,10,3,Hanoi_to_QuangNinh
VXySnu4Jmtyr2897SvWJJLsXBrSQ,2025-12-30T15:41:49.230867+07:00,30/12/2025,23:45,Ha Long - Tuan Chau Port,20.74012655994833,107.12558856001196,Hanoi - Giap Bat Station,21.24973363658226,105.65667270473791,,Completed,1767084109230,,2025-12-30 23:45:00,23,45,1425,30,12,1,Hanoi_to_QuangNinh
8BkP55voVnCbakj2stLiGFKxaXmS,2025-12-13T16:46:29.402590+07:00,13/12/2025,07:00,Van Don Ferry Terminal,21.02533539769412,107.23844582792572,Hanoi - My Dinh Bus Station,20.8648817025106,106.07738364908997,,Completed,1765619189402,,2025-12-13 07:00:00,7,0,420,13,12,5,Hanoi_to_QuangNinh
6SBCyEzpjHx58XwKVgRWw8fvRbRi,2025-10-25T23:27:05.207069+07:00,25/10/2025,15:30,Cam Pha Bus Station,20.82528941485643,106.88908820793016,Hanoi - Gia Lam Station,21.14009939183453,105.64345044714214,,Completed,1761409625207,,2025-10-25 15:30:00,15,30,930,25,10,5,Hanoi_to_QuangNinh
jv0G8cwb5E8GVbRYFFAMBRiRCD5V,2025-10-18T17:11:08.361981+07:00,18/10/2025,19:15,Ha Long - Bai Chay Station,21.14724398353786,106.73718948021552,Hanoi - Yen Nghia Station,20.84714137785913,105.65699398780409,,Completed,1760782268361,,2025-10-18 19:15:00,19,15,1155,18,10,5,Hanoi_to_QuangNinh
eAVHWHf9kD3GQQyrKX6MaoZ7ydxN,2025-10-30T16:37:37.875407+07:00,30/10/2025,06:45,Van Don Ferry Terminal,20.79846653437396,106.68238398437778,Hanoi - Yen Nghia Station,20.92405281959607,106.02689678684716,,Completed,1761817057875,,2025-10-30 06:45:00,6,45,405,30,10,3,Hanoi_to_QuangNinh
sLfFBYEyzJn6j0R33g6vKu2WMhmH,2025-12-07T15:15:38.068094+07:00,07/12/2025,22:30,Ha Long - Bai Chay Station,21.16631628566868,107.07857525206552,Hanoi - Luong Yen Station,20.93194238773696,105.61748681558284,,Completed,1765095338068,,2025-12-07 22:30:00,22,30,1350,7,12,6,Hanoi_to_QuangNinh
sLfFBYEyzJn6j0R33g6vKu2WMhmH,2025-11-18T17:59:56.472429+07:00,18/11/2025,11:00,Ha Long - Tuan Chau Port,20.63828253610776,107.23459594534869,Hanoi - Yen Nghia Station,20.86403176082075,105.99448570052594,,Completed,1763463596472,,2025-11-18 11:00:00,11,0,660,18,11,1,Hanoi_to_QuangNinh
wzbQ6vtWL2GQaJpXskbPqmV9kkav,2025-12-14T20:48:26.393437+07:00,14/12/2025,05:30,Uong Bi Bus Station,21.14863712838484,106.96911545273292,Hanoi - Long Bien Station,20.76317994507532,105.85116497390258,,Completed,1765720106393,,2025-12-14 05:30:00,5,30,330,14,12,6,Hanoi_to_QuangNinh
fCBLJPkbzvobp8XPSQJhU0b6W6WC,2025-12-07T18:23:35.203989+07:00,07/12/2025,04:30,Uong Bi Bus Station,20.93000940166898,106.75320386642076,Hanoi - Long Bien Station,21.22237218615051,105.64732107356268,,Completed,1765106615203,,2025-12-07 04:30:00,4,30,270,7,12,6,Hanoi_to_QuangNinh
WQSquTAuU9LnT0gTfjzwyE0mJT2T,2026-01-03T18:03:00.339101+07:00,03/01/2026,12:00,Cam Pha Bus Station,21.06502676325111,106.6061511882961,Hanoi - Giap Bat Station,21.11554045774184,105.89372193486274,,Completed,1767438180339,,2026-01-03 12:00:00,12,0,720,3,1,5,Hanoi_to_QuangNinh
cK8WKwiCgADGYo5wv33SXzBLiN63,2025-12-07T03:40:02.079869+07:00,07/12/2025,07:15,Ha Long - Bai Chay Station,20.68200199747321,106.96104746856464,Hanoi - Luong Yen Station,21.07062216632389,105.5330878921084,,Completed,1765053602079,,2025-12-07 07:15:00,7,15,435,7,12,6,Hanoi_to_QuangNinh
4EUWLSSEAc6880ScADGRBVHGumn5,2025-12-09T13:32:28.103428+07:00,09/12/2025,23:30,Uong Bi Bus Station,20.70746377272245,106.56076001132551,Hanoi - Giap Bat Station,21.28657917608255,105.9554343545096,,Completed,1765261948103,,2025-12-09 23:30:00,23,30,1410,9,12,1,Hanoi_to_QuangNinh
nfrbbBmwXucXGu0h9u5r4tzkjPdY,2026-01-03T00:56:10.147182+07:00,03/01/2026,14:00,Ha Long - Tuan Chau Port,20.64205886715775,107.25933426787002,Hanoi - My Dinh Bus Station,21.0473448626086,106.06382463702316,,Completed,1767376570147,,2026-01-03 14:00:00,14,0,840,3,1,5,Hanoi_to_QuangNinh
yC2piXmV4cQvr7k74iU2t4qiY4Yz,2025-10-13T14:23:53.055904+07:00,13/10/2025,12:15,Uong Bi Bus Station,20.70392006821092,107.33805662182496,Hanoi - My Dinh Bus Station,20.97859177865417,105.92146688418634,,Completed,1760340233055,,2025-10-13 12:15:00,12,15,735,13,10,0,Hanoi_to_QuangNinh
faproDvtmWzSuFffYk31j3jG3TUC,2025-10-18T11:25:33.972958+07:00,18/10/2025,14:00,Mong Cai Bus Station,20.84327623130437,106.55303982621967,Hanoi - My Dinh Bus Station,21.08206844997905,105.87497331435368,,Completed,1760761533972,,2025-10-18 14:00:00,14,0,840,18,10,5,Hanoi_to_QuangNinh
dWPYHvp7CUgDj18ec3FxRgXCSzpt,2025-12-20T20:58:30.574387+07:00,20/12/2025,13:00,Van Don Ferry Terminal,21.15806497754328,106.95807143551744,Hanoi - Long Bien Station,20.75174247267534,105.58965734135572,,Completed,1766239110574,,2025-12-20 13:00:00,13,0,780,20,12,5,Hanoi_to_QuangNinh
0JMkBtwkumb7S1KQBBTkgcSWJroF,2025-12-11T14:48:43.403723+07:00,11/12/2025,17:15,Mong Cai Bus Station,20.97447346524389,106.9925088104041,Hanoi - Luong Yen Station,21.10385377274795,105.63582817923638,,Completed,1765439323403,,2025-12-11 17:15:00,17,15,1035,11,12,3,Hanoi_to_QuangNinh
cb2Kj2LnBt5q1MAjx8wJwxVKrKBy,2025-12-10T14:41:24.478236+07:00,10/12/2025,12:15,Mong Cai Bus Station,21.10924705060106,107.13460392834004,Hanoi - Luong Yen Station,21.2772266406652,105.83369437600548,,Completed,1765352484478,,2025-12-10 12:15:00,12,15,735,10,12,2,Hanoi_to_QuangNinh
5Lp8kFfCzyNwcFrNvmePAsReZK69,2025-10-17T14:56:37.410479+07:00,17/10/2025,06:45,Ha Long - Tuan Chau Port,20.97907732251922,107.40469404350516,Hanoi - Long Bien Station,20.99044118959511,105.95286546502844,,Completed,1760687797410,,2025-10-17 06:45:00,6,45,405,17,10,4,Hanoi_to_QuangNinh
YJfLMvDzMuKcsqh9kBVQiZ7kFfuy,2025-11-17T13:54:19.799822+07:00,17/11/2025,16:00,Uong Bi Bus Station,21.07428858478819,107.31521183153184,Hanoi - Yen Nghia Station,20.98454761225427,105.9758406940864,,Completed,1763362459799,,2025-11-17 16:00:00,16,0,960,17,11,0,Hanoi_to_QuangNinh
AwsHYvPhp67GAGeJ8gHzfLJVyW4o,2025-12-08T23:20:44.306689+07:00,08/12/2025,08:30,Uong Bi Bus Station,20.62166109247391,107.36027119836729,Hanoi - Gia Lam Station,21.19655429327195,105.59873044747629,,Completed,1765210844306,,2025-12-08 08:30:00,8,30,510,8,12,0,Hanoi_to_QuangNinh
9o6VQroVqE5r9GoAhBE3SgkSo2os,2025-12-22T12:02:34.991627+07:00,22/12/2025,08:30,Ha Long - Bai Chay Station,21.17101770378716,107.17374701698166,Hanoi - Giap Bat Station,21.08046052822205,106.09458133176786,,Completed,1766379754991,,2025-12-22 08:30:00,8,30,510,22,12,0,Hanoi_to_QuangNinh
8rfzq2uekE4hajihiSnnob0tHhpf,2025-10-28T00:59:38.451386+07:00,28/10/2025,17:15,Cam Pha Bus Station,20.91968776758262,106.6540825113199,Hanoi - Long Bien Station,20.9623506838732,106.05862563382996,,Completed,1761587978451,,2025-10-28 17:15:00,17,15,1035,28,10,1,Hanoi_to_QuangNinh
rY8v3ctuvhnoZrGfnTdURJHxCh3f,2025-11-27T22:51:54.448503+07:00,27/11/2025,14:00,Ha Long - Bai Chay Station,20.97188920565891,107.11067521027697,Hanoi - My Dinh Bus Station,21.17634758361639,105.90380735627303,,Completed,1764258714448,,2025-11-27 14:00:00,14,0,840,27,11,3,Hanoi_to_QuangNinh
QRi2TPA1X52ow1AvdH9qJK2eZWQ6,2025-12-23T05:40:57.716662+07:00,23/12/2025,06:15,Ha Long - Bai Chay Station,20.6649881957667,107.4118907983106,Hanoi - Yen Nghia Station,21.24735553009755,105.84501921571484,,Completed,1766443257716,,2025-12-23 06:15:00,6,15,375,23,12,1,Hanoi_to_QuangNinh
uP05Soc66vCLPh7Kxvpa5uERGgkW,2025-11-06T01:40:36.396426+07:00,06/11/2025,23:45,Ha Long - Tuan Chau Port,20.82655488498437,107.00319722103838,Hanoi - Giap Bat Station,20.91468099443644,105.61796336741013,,Completed,1762368036396,,2025-11-06 23:45:00,23,45,1425,6,11,3,Hanoi_to_QuangNinh
4cuXkyqQCY4unwhuhvdDrsX6ZNkS,2025-12-08T15:45:06.392743+07:00,08/12/2025,15:00,Uong Bi Bus Station,20.86901876016024,107.0023941086222,Hanoi - Luong Yen Station,20.84281601853812,105.85589306209684,,Completed,1765183506392,,2025-12-08 15:00:00,15,0,900,8,12,0,Hanoi_to_QuangNinh
4YsY0BBigWuVeW9Hhfnq2LKojPdq,2025-11-04T13:18:47.511322+07:00,04/11/2025,09:15,Van Don Ferry Terminal,20.84070064934293,107.41193258193049,Hanoi - Long Bien Station,20.75447912476645,105.73077704068857,,Completed,1762237127511,,2025-11-04 09:15:00,9,15,555,4,11,1,Hanoi_to_QuangNinh
zNEdTkn1GniuTBq4pP2y0gnv93fU,2025-12-23T21:27:37.435020+07:00,23/12/2025,09:00,Mong Cai Bus Station,20.65664124974121,107.3367909595202,Hanoi - Gia Lam Station,21.15877762250306,105.52722872243731,,Completed,1766500057435,,2025-12-23 09:00:00,9,0,540,23,12,1,Hanoi_to_QuangNinh
qa7LJVYysqACSeH0mVs5ymBh2mLc,2025-12-08T15:09:59.039538+07:00,08/12/2025,09:30,Uong Bi Bus Station,21.01476637563315,107.17958921821884,Hanoi - My Dinh Bus Station,20.89738148244139,105.70351410133708,,Completed,1765181399039,,2025-12-08 09:30:00,9,30,570,8,12,0,Hanoi_to_QuangNinh
v2Eza7jidyWcFHvuTHwDj6JRW2n9,2025-12-29T15:36:28.490155+07:00,29/12/2025,13:00,Ha Long - Bai Chay Station,21.01501217089773,106.8323560123505,Hanoi - Long Bien Station,21.22901450613353,105.994273084202,,Completed,1766997388490,,2025-12-29 13:00:00,13,0,780,29,12,0,Hanoi_to_QuangNinh
0bYyoVdBWYF3riQDB5rCeEV3aW6Z,2025-12-18T19:09:07.371761+07:00,18/12/2025,15:00,Mong Cai Bus Station,20.77294657776822,106.75891869872714,Hanoi - Gia Lam Station,20.7252135879223,105.50855073024115,,Completed,1766059747371,,2025-12-18 15:00:00,15,0,900,18,12,3,Hanoi_to_QuangNinh
XfpQuwEmbCNs9MCsk4De6zsNgwu7,2025-12-13T14:24:34.248530+07:00,13/12/2025,13:15,Uong Bi Bus Station,20.88345111092303,107.02031985048929,Hanoi - Long Bien Station,20.8293571600001,105.59672371558324,,Completed,1765610674248,,2025-12-13 13:15:00,13,15,795,13,12,5,Hanoi_to_QuangNinh
YQkbfFRCAcamFeuqMLRLmNizXbTs,2025-11-16T23:15:01.092355+07:00,16/11/2025,21:00,Ha Long - Bai Chay Station,21.18971077112177,107.06785467442478,Hanoi - Gia Lam Station,20.95894389222753,105.7764061479496,,Completed,1763309701092,,2025-11-16 21:00:00,21,0,1260,16,11,6,Hanoi_to_QuangNinh
4YsY0BBigWuVeW9Hhfnq2LKojPdq,2025-12-02T13:47:32.769871+07:00,02/12/2025,16:45,Mong Cai Bus Station,20.64248912243812,107.41642524752515,Hanoi - Long Bien Station,20.83976060011448,105.69159620272475,,Completed,1764658052769,,2025-12-02 16:45:00,16,45,1005,2,12,1,Hanoi_to_QuangNinh
Hcfa3XAXwKcX9FyeDQRsrdntpsbY,2025-11-15T14:39:20.824955+07:00,15/11/2025,12:45,Mong Cai Bus Station,20.76415358510187,106.98231030452042,Hanoi - Giap Bat Station,20.73655266725093,106.04888097487404,,Completed,1763192360824,,2025-11-15 12:45:00,12,45,765,15,11,5,Hanoi_to_QuangNinh
iCxaZZj5Y9dy20JzWMkTW0dEj2cw,2025-11-25T13:11:22.477366+07:00,25/11/2025,06:45,Mong Cai Bus Station,20.68256164083308,106.65703934678018,Hanoi - Gia Lam Station,21.11692999507776,105.59173778645334,,Completed,1764051082477,,2025-11-25 06:45:00,6,45,405,25,11,1,Hanoi_to_QuangNinh
0bYyoVdBWYF3riQDB5rCeEV3aW6Z,2025-12-29T09:18:39.489646+07:00,29/12/2025,07:30,Uong Bi Bus Station,21.0077782853656,107.3820246461466,Hanoi - Luong Yen Station,21.26354940653459,105.9900516424306,,Completed,1766974719489,,2025-12-29 07:30:00,7,30,450,29,12,0,Hanoi_to_QuangNinh
YW0fprswqCbWpPpfdu7HuZ6iuSaU,2025-12-05T01:33:11.014389+07:00,05/12/2025,11:30,Cam Pha Bus Station,21.19416655336597,106.91187949719294,Hanoi - Long Bien Station,21.19480946280407,105.86292503835618,,Completed,1764873191014,,2025-12-05 11:30:00,11,30,690,5,12,4,Hanoi_to_QuangNinh
nfrbbBmwXucXGu0h9u5r4tzkjPdY,2025-10-19T07:21:58.182618+07:00,19/10/2025,23:30,Cam Pha Bus Station,20.65591270227098,107.18819304015958,Hanoi - Luong Yen Station,20.79432189985983,105.96544646585528,,Completed,1760833318182,,2025-10-19 23:30:00,23,30,1410,19,10,6,Hanoi_to_QuangNinh
empgF78PyNHzFYwuqvLHMPsdN8dB,2025-12-23T16:04:36.459671+07:00,23/12/2025,23:45,Uong Bi Bus Station,21.19838396305051,106.63011155516465,Hanoi - Long Bien Station,21.08181431907193,105.54558941854208,,Completed,1766480676459,,2025-12-23 23:45:00,23,45,1425,23,12,1,Hanoi_to_QuangNinh
yfjqKPWLz2vUB7GNfaEZbE5AZntF,2025-12-09T15:05:31.555042+07:00,09/12/2025,10:15,Ha Long - Bai Chay Station,21.05469073532346,106.5370594785831,Hanoi - My Dinh Bus Station,20.78059326252745,105.62815133691504,,Completed,1765267531555,,2025-12-09 10:15:00,10,15,615,9,12,1,Hanoi_to_QuangNinh
VH6pRA9NppXvWx9rHtXbsdqfpauG,2025-10-26T01:04:10.548224+07:00,26/10/2025,21:45,Ha Long - Tuan Chau Port,20.88247938224049,107.35821687931384,Hanoi - Yen Nghia Station,20.9177533494209,105.99098664771822,,Completed,1761415450548,,2025-10-26 21:45:00,21,45,1305,26,10,6,Hanoi_to_QuangNinh
fb2H2G2cbARNDSz2LjT9ZFSL9CPw,2025-12-12T08:45:50.616763+07:00,12/12/2025,17:15,Uong Bi Bus Station,20.68221943630504,106.79002093048771,Hanoi - Giap Bat Station,21.05182362582029,106.00189308165642,,Completed,1765503950616,,2025-12-12 17:15:00,17,15,1035,12,12,4,Hanoi_to_QuangNinh
XVm4R1SUhTVtYFp8nW82x6ZqrNyp,2026-01-04T06:57:55.241457+07:00,04/01/2026,12:45,Uong Bi Bus Station,20.69879013530628,107.28744048234908,Hanoi - Luong Yen Station,21.20754368382454,105.7706344888101,,Completed,1767484675241,,2026-01-04 12:45:00,12,45,765,4,1,6,Hanoi_to_QuangNinh
ArPAAVLaNzeF7dhGX9YM3oR9CF7J,2025-11-12T16:54:10.866340+07:00,12/11/2025,06:15,Ha Long - Bai Chay Station,21.01896110505902,106.4727672428524,Hanoi - Luong Yen Station,21.09298646151132,105.72667431195606,,Completed,1762941250866,,2025-11-12 06:15:00,6,15,375,12,11,2,Hanoi_to_QuangNinh
