client_id,created_at,departureDate,departureTime,destination,destination_coordinates_lat,destination_coordinates_lng,pickup,pickup_coordinates_lat,pickup_coordinates_lng,returnDate,state,timestamp,trip_id
ivg27bdNU4TACKs7pf2jhZ9NSvhf,2025-11-17T22:39:18.504361+07:00,17/11/2025,23:45,Hanoi - Luong Yen Station,20.94344830470302,105.64449486555260,Ha Long - Tuan Chau Port,20.66866235957686,106.58327676933793,,Completed,1763393958504,
NjbVmJNgdjX3ky6PU5J3hX14ZbC0,2025-12-28T04:28:53.376025+07:00,28/12/2025,20:45,Hanoi - Yen Nghia Station,21.19113236344637,105.98456417139577,Ha Long - Bai Chay Station,20.99299134137424,107.30172516053412,,Completed,1766870933376,
sLfFBYEyzJn6j0R33g6vKu2WMhmH,2025-11-18T17:59:56.472429+07:00,18/11/2025,11:00,Ha Long - Tuan Chau Port,20.63828253610776,107.23459594534867,Hanoi - Yen Nghia Station,20.86403176082075,105.99448570052594,,Completed,1763463596472,
4MmCs63i3SXrjzyWDt4ArRgDQui6,2025-10-11T02:43:52.010711+07:00,11/10/2025,09:45,Ha Long - Bai Chay Station,20.75944059700792,106.52511528043817,Hanoi - Giap Bat Station,20.94586415567234,105.80044122887188,,Completed,1760125432010,
VXySnu4Jmtyr2897SvWJJLsXBrSQ,2025-12-30T15:41:49.230867+07:00,30/12/2025,23:45,Ha Long - Tuan Chau Port,20.74012655994833,107.12558856001195,Hanoi - Giap Bat Station,21.24973363658226,105.65667270473791,,Completed,1767084109230,
82sJ3NvpVMVzdUd3dmdNFba5Z6Pp,2025-10-11T05:29:38.074167+07:00,11/10/2025,19:30,Hanoi - My Dinh Bus Station,20.85865923969675,105.93425780003780,Mong Cai Bus Station,20.74116696561047,107.27141281460376,,Completed,1760135378074,
5Lp8kFfCzyNwcFrNvmePAsReZK69,2025-10-08T03:25:01.435203+07:00,08/10/2025,11:15,Hanoi - Luong Yen Station,21.11509133118224,105.70289410915576,Ha Long - Bai Chay Station,20.65251373190918,107.40740772837873,,Completed,1759868701435,
rY8v3ctuvhnoZrGfnTdURJHxCh3f,2025-12-15T04:06:00.886186+07:00,15/12/2025,23:00,Uong Bi Bus Station,20.64243657663424,107.32733304756613,Hanoi - Gia Lam Station,20.77416828773541,105.62198791160579,,Completed,1765746360886,
MjcSCmqSjfUcy56SPw0xoeLY3jVS,2025-11-14T10:38:28.648031+07:00,14/11/2025,10:00,Hanoi - Long Bien Station,20.76227849085020,105.75293383745922,Mong Cai Bus Station,21.10339355309290,106.93355506470819,,Completed,1763091508648,
uHaSosgZNNzMZgE9rpJqU22kDmY5,2025-10-10T04:37:07.066945+07:00,10/10/2025,04:30,Hanoi - Luong Yen Station,21.10541858900313,106.02685735918166,Ha Long - Bai Chay Station,21.15157629628337,106.63102813050138,,Completed,1760045827066,
0JMkBtwkumb7S1KQBBTkgcSWJroF,2025-12-11T14:48:43.403723+07:00,11/12/2025,17:15,Mong Cai Bus Station,20.97447346524389,106.99250881040410,Hanoi - Luong Yen Station,21.10385377274795,105.63582817923638,,Completed,1765439323403,
PSBsYbFPZh1ZBcovULcsasqktHsV,2025-11-20T07:50:51.701110+07:00,20/11/2025,06:00,Ha Long - Tuan Chau Port,20.95159462471134,106.86827361727305,Hanoi - My Dinh Bus Station,20.97038436981568,105.95998678720933,,Completed,1763599851701,
4jK83WofNSmxFJTHf88uuwLaSQ3y,2025-10-17T00:52:52.265555+07:00,17/10/2025,09:15,Hanoi - Yen Nghia Station,20.85156855773067,105.96446020619210,Van Don Ferry Terminal,21.09086604703625,107.22948357391014,,Completed,1760637172265,
bHw9s6YHSHRdQsPTPfuAHCyjgYMb,2025-11-21T22:36:29.013217+07:00,21/11/2025,07:30,Hanoi - My Dinh Bus Station,21.20251211100985,105.60540642928984,Uong Bi Bus Station,20.91550698616417,106.90859311929229,,Completed,1763739389013,
NxTxCgXGLK77msBjxX6dryq5DR6a,2025-12-31T00:23:59.640244+07:00,31/12/2025,08:15,Hanoi - Yen Nghia Station,21.02133566750302,105.88910183441666,Uong Bi Bus Station,21.02874198449610,106.42839767268099,,Completed,1767115439640,
6RU4ZUd3KtciXxtwfJHPDZGd19sz,2025-10-08T04:17:20.265844+07:00,08/10/2025,12:15,Ha Long - Tuan Chau Port,21.12854883262582,106.75674681582984,Hanoi - Gia Lam Station,21.25478819173419,105.66221804908341,,Completed,1759871840265,
Ti4xbVPoD3c6Exxstiuk05VgqF5i,2026-01-03T08:52:34.027020+07:00,03/01/2026,13:00,Hanoi - Gia Lam Station,21.27844723540044,105.50455452105872,Cam Pha Bus Station,20.79427336566067,106.50386826051029,,Completed,1767405154027,
LsETPAUqsCgSE7vxkLmrjokRh3Dk,2025-11-07T14:53:10.135162+07:00,07/11/2025,10:15,Hanoi - Gia Lam Station,20.86717525415639,105.97014133511139,Ha Long - Tuan Chau Port,21.01289087426019,107.24484295492275,,Completed,1762501990135,
QGTN3ou53ZTxbzHiDxezYaekH9hK,2025-12-22T00:36:30.026119+07:00,22/12/2025,09:15,Ha Long - Tuan Chau Port,21.17904856578193,106.81242067481818,Hanoi - Luong Yen Station,20.99304994706477,105.68014451470590,,Completed,1766338590026,
MCork7ecnXRx9wqhFHAB0njp1hct,2025-12-06T02:47:46.708149+07:00,06/12/2025,04:30,Ha Long - Tuan Chau Port,20.93220671886317,106.90313938538873,Hanoi - Gia Lam Station,21.21852293240468,105.67177485490184,,Completed,1764964066708,
Dvax2KT5TPE5f0eTd2aTPLrPHdvg,2025-11-25T19:15:03.781140+07:00,25/11/2025,14:30,Hanoi - Gia Lam Station,20.90543187516510,105.50757091386718,Ha Long - Tuan Chau Port,20.94856746512430,107.23174331567940,,Completed,1764072903781,
VCyot1NL8UUkUYJaNyrA5psgdY20,2025-11-29T07:52:06.260702+07:00,29/11/2025,04:30,Cam Pha Bus Station,20.92301238160710,106.66032211602673,Hanoi - Luong Yen Station,20.91396599673125,105.64703805989069,,Completed,1764377526260,
HFYRKef59G9m1dzJFBufd7EehDeg,2025-11-10T13:12:08.795275+07:00,10/11/2025,11:45,Hanoi - Long Bien Station,20.80743514901093,105.76667272342158,Cam Pha Bus Station,20.64220939001930,106.63481996305165,,Completed,1762755128795,
viUFctLJ119oVica2Kj2NaAGa7ED,2025-11-20T01:15:51.462789+07:00,20/11/2025,21:30,Hanoi - Long Bien Station,20.94761703859366,105.96957222710641,Ha Long - Bai Chay Station,20.91687993042984,107.02339671155696,,Completed,1763576151462,
fBXQQaXaKuzwDDHGBm5eWQChAzv1,2025-10-20T10:40:50.885411+07:00,20/10/2025,20:00,Hanoi - Luong Yen Station,21.25323643869085,105.72162165169851,Ha Long - Bai Chay Station,21.19475824065557,106.81784252417940,,Completed,1760931650885,
yntyJdTX4HWT46eSKkrTQXKm0HTU,2025-12-27T03:48:45.188959+07:00,27/12/2025,22:00,Hanoi - Long Bien Station,21.15034275544410,105.95055418211562,Ha Long - Tuan Chau Port,20.74429640370652,107.26734401600217,,Completed,1766782125188,
jv0G8cwb5E8GVbRYFFAMBRiRCD5V,2025-10-16T23:06:33.247587+07:00,16/10/2025,07:30,Hanoi - Yen Nghia Station,20.75146222957317,105.63152089511537,Ha Long - Bai Chay Station,21.05823579175975,106.43363663170857,,Completed,1760630793247,
rkLpbwDEfnc3gerrK1AU00G1JdNT,2025-10-16T19:59:57.140293+07:00,16/10/2025,06:45,Hanoi - Long Bien Station,21.15164754063180,105.90461032011201,Uong Bi Bus Station,21.05222539898023,107.19883236314928,,Completed,1760619597140,
YyGDcMdrESwkjRdGYLA5Kpp1VS02,2025-10-22T18:22:07.761172+07:00,22/10/2025,20:30,Hanoi - Gia Lam Station,21.06699033772055,105.65201604755178,Ha Long - Tuan Chau Port,20.60623098077004,107.00615292963850,,Completed,1761132127761,
HWiis6G7Q8pqmc1nm4x00hz0oeRA,2025-12-20T23:54:50.846092+07:00,20/12/2025,16:15,Hanoi - Long Bien Station,20.70290344803775,105.50648706559069,Mong Cai Bus Station,20.97853317110200,106.66032842571636,,Completed,1766249690846,
3YDywd7BUvXUx029HV0cWo8BkXNm,2025-10-21T21:13:04.592071+07:00,21/10/2025,15:00,Uong Bi Bus Station,20.66050857960385,107.31318357411831,Hanoi - Gia Lam Station,21.14717174395875,105.56465046991545,,Completed,1761055984592,
nhv4oGbLtJavMUnMHte1sBem7ixh,2026-01-02T07:48:58.281767+07:00,02/01/2026,16:45,Hanoi - Gia Lam Station,20.93032615025747,105.93677451573218,Uong Bi Bus Station,20.99348849871343,107.40157681290032,,Completed,1767314938281,
VJv94DEUzdF7NsNkABWNBr4WGShj,2025-11-12T20:26:25.203942+07:00,12/11/2025,06:15,Hanoi - Long Bien Station,21.20490712102352,105.78257545290374,Van Don Ferry Terminal,21.10713441613788,107.25741049632586,,Completed,1762953985203,
bHw9s6YHSHRdQsPTPfuAHCyjgYMb,2025-10-31T12:16:23.261066+07:00,31/10/2025,16:30,Mong Cai Bus Station,21.19944154982772,107.47768144485191,Hanoi - My Dinh Bus Station,21.21190085308720,106.05493459100973,,Completed,1761887783261,
5zicTrKJQrxmaGcu2MXjnaxa9Vxo,2025-12-05T01:09:55.872151+07:00,05/12/2025,18:45,Hanoi - Luong Yen Station,20.93605520229860,105.90691201285993,Ha Long - Tuan Chau Port,20.80886104994080,106.70564150531411,,Completed,1764871795872,
Xai7GzwdME9BSiHDR9W3MUgieZNC,2025-12-17T19:35:25.177441+07:00,17/12/2025,15:00,Cam Pha Bus Station,20.70192556863770,106.62400174980856,Hanoi - Long Bien Station,21.00373352122131,105.57295738619759,,Completed,1765974925177,
rY8v3ctuvhnoZrGfnTdURJHxCh3f,2025-10-25T12:42:32.948866+07:00,25/10/2025,09:30,Hanoi - Long Bien Station,20.85278823352029,106.01083905837234,Ha Long - Tuan Chau Port,21.13195130364734,106.71359169234121,,Completed,1761370952948,
jv0G8cwb5E8GVbRYFFAMBRiRCD5V,2025-10-18T17:11:08.361981+07:00,18/10/2025,19:15,Ha Long - Bai Chay Station,21.14724398353786,106.73718948021551,Hanoi - Yen Nghia Station,20.84714137785913,105.65699398780409,,Completed,1760782268361,
PSBsYbFPZh1ZBcovULcsasqktHsV,2026-01-03T06:37:45.055515+07:00,03/01/2026,16:15,Hanoi - Yen Nghia Station,20.77405113292410,105.53815114491395,Van Don Ferry Terminal,20.69605736589973,107.42625374585039,,Completed,1767397065055,
U4ajvWUuKSJzedT48ErwLq285r7h,2025-12-14T01:09:56.014683+07:00,14/12/2025,20:45,Ha Long - Bai Chay Station,21.05726919763872,107.26235822945914,Hanoi - Gia Lam Station,21.12020084524631,105.68557955345423,,Completed,1765649396014,
v2Eza7jidyWcFHvuTHwDj6JRW2n9,2025-12-04T20:24:47.934473+07:00,04/12/2025,17:15,Hanoi - Long Bien Station,21.21778502208618,105.61876132522954,Ha Long - Bai Chay Station,20.80953262946664,107.31648953510090,,Completed,1764854687934,
x8EpX4s0vqcE9AEDHnw94Xw8USVa,2025-12-23T21:41:44.116353+07:00,23/12/2025,14:30,Hanoi - Gia Lam Station,21.01925730372311,105.74311526941121,Uong Bi Bus Station,20.86180259122682,106.43969022835797,,Completed,1766500904116,
98xt5hbWMN2fQ6v9Yz1Yc42oaPKe,2025-11-12T06:45:48.145219+07:00,12/11/2025,08:15,Hanoi - My Dinh Bus Station,20.99756135199054,105.94188739195539,Van Don Ferry Terminal,21.11758629270406,106.55363006296072,,Completed,1762904748145,
Ky86bwZ1Qm4TX6NZYfrfm2g81uoV,2025-12-18T07:32:27.967930+07:00,18/12/2025,21:30,Ha Long - Tuan Chau Port,21.11479769650791,107.46593791716271,Hanoi - Gia Lam Station,21.16155613933006,105.96805058052840,,Completed,1766017947967,
H7TRH1QWgxgKGA1m3R8w1Xeyznzn,2026-01-02T12:50:05.306030+07:00,02/01/2026,21:15,Uong Bi Bus Station,21.16082295024166,107.26599443352804,Hanoi - Luong Yen Station,20.78088771945773,105.64697315014756,,Completed,1767333005306,
dtTEqgF0GBAWvK83TnBCfW0HSx8K,2025-11-22T06:10:43.650277+07:00,22/11/2025,09:30,Hanoi - Luong Yen Station,20.92410839862319,105.69900787008078,Cam Pha Bus Station,20.66886979029611,106.85351166152913,,Completed,1763766643650,
FdtdN44LRQthPZLk6dxdf5ZwPVry,2025-12-17T17:50:47.562474+07:00,17/12/2025,21:30,Ha Long - Tuan Chau Port,20.78352829106947,107.16892840281173,Hanoi - Giap Bat Station,20.74213104198783,105.91752592674493,,Completed,1765968647562,
JC6U5B0UxwoEjBYu7QX7yCEnG4o1,2025-12-11T17:39:45.919820+07:00,11/12/2025,06:00,Hanoi - My Dinh Bus Station,21.25798398042492,105.91383833325298,Uong Bi Bus Station,20.79948687146241,106.97063125674853,,Completed,1765449585919,
ppG9UhBtbg3XWSk8WDdbQ3XGbhc1,2025-12-02T23:08:18.254096+07:00,02/12/2025,13:15,Hanoi - Yen Nghia Station,20.76997826140209,105.77835068017770,Ha Long - Tuan Chau Port,20.89431046232548,107.13637717024856,,Completed,1764691698254,
u30qxonu5qWwnaXS0scKCZW8TmoW,2025-12-24T18:00:55.042266+07:00,24/12/2025,09:00,Hanoi - Luong Yen Station,20.85511405324826,105.72222530682863,Cam Pha Bus Station,20.73498202200848,106.80288955635132,,Completed,1766574055042,
YJfLMvDzMuKcsqh9kBVQiZ7kFfuy,2025-10-12T20:58:20.278516+07:00,12/10/2025,23:15,Hanoi - Gia Lam Station,21.06721081198487,106.05748219680009,Ha Long - Tuan Chau Port,20.86518613512329,106.75202183199357,,Completed,1760277500278,
k68sYWhXcdAyZZzUsjN95x7tvu9w,2025-10-30T13:14:01.956697+07:00,30/10/2025,21:15,Hanoi - Gia Lam Station,21.23011912937913,105.69273045606580,Uong Bi Bus Station,20.92728951356891,106.76574631651640,,Completed,1761804841956,
QJcT3TWLhUQcrm0ATPHCUvvGhLbF,2025-11-28T04:38:53.801502+07:00,28/11/2025,13:15,Hanoi - Yen Nghia Station,20.79900858662938,105.93621041723738,Cam Pha Bus Station,20.82772296656295,107.27576906328478,,Completed,1764279533801,
gYF2M7zhuLZYrWxudWHeVzhJxc4C,2025-12-25T14:24:32.489116+07:00,25/12/2025,09:15,Hanoi - Gia Lam Station,20.80249332564934,105.89188455474779,Ha Long - Tuan Chau Port,20.93510623211429,106.87633720983122,,Completed,1766647472489,
g3hfi2XvVYgoFBH6ao8nM9qPyyjN,2025-10-15T03:10:01.357680+07:00,15/10/2025,13:45,Ha Long - Bai Chay Station,20.97013146198772,107.01396541021315,Hanoi - Yen Nghia Station,20.72166201033335,105.59243056152384,,Completed,1760472601357,
9wFjiyYk0n0NjQ3LopyBegCpGQFe,2025-11-19T00:22:07.671304+07:00,19/11/2025,20:30,Hanoi - Yen Nghia Station,20.70821403636305,105.95532435561810,Ha Long - Bai Chay Station,20.77588412240003,106.49964654824464,,Completed,1763486527671,
wh4s1MCvTY53RNEbHjmGS0zV6NNe,2025-12-17T13:18:15.933846+07:00,17/12/2025,05:00,Hanoi - Luong Yen Station,20.97837460964134,106.07943027775372,Ha Long - Tuan Chau Port,21.01511447493726,107.21359052252124,,Completed,1765952295933,
b25BCF8LFMrDvaa8dHK4AsWX9nr0,2025-11-23T09:45:00.652703+07:00,23/11/2025,10:30,Hanoi - Long Bien Station,21.22127884543063,106.00128049884016,Ha Long - Bai Chay Station,21.13256118541132,106.72105071725552,,Completed,1763865900652,
fBXQQaXaKuzwDDHGBm5eWQChAzv1,2025-10-19T13:33:46.182996+07:00,19/10/2025,04:45,Ha Long - Bai Chay Station,20.91871481147752,106.55906271996474,Hanoi - Long Bien Station,21.10437425856264,105.54080571962982,,Completed,1760855626182,
5iEy78NNhD4Jhu6GicHZm6HJ3o67,2025-10-27T05:19:23.594406+07:00,27/10/2025,06:00,Hanoi - Yen Nghia Station,21.13331157958504,105.65678805559941,Ha Long - Tuan Chau Port,20.60511945738507,106.94239331873602,,Completed,1761517163594,
nHZPMGctigBfiwzUSvtN3syFfQcz,2025-12-24T00:17:38.918098+07:00,24/12/2025,08:30,Cam Pha Bus Station,21.12450690745430,106.63939254329040,Hanoi - Gia Lam Station,20.74657497029867,105.52743668368626,,Completed,1766510258918,
fCBLJPkbzvobp8XPSQJhU0b6W6WC,2025-12-12T21:48:16.956169+07:00,12/12/2025,15:45,Mong Cai Bus Station,20.71370119178736,107.01611774678430,Hanoi - Gia Lam Station,21.07450537109915,105.96095656466746,,Completed,1765550896956,
CJNJCqxPDdZ1Th69hFJ8Rh0dL74k,2025-11-19T13:22:21.729648+07:00,19/11/2025,08:30,Mong Cai Bus Station,20.89886452945671,107.33826768127174,Hanoi - Gia Lam Station,20.92046220293123,105.71581873525373,,Completed,1763533341729,
dWPYHvp7CUgDj18ec3FxRgXCSzpt,2025-12-20T20:58:30.574387+07:00,20/12/2025,13:00,Van Don Ferry Terminal,21.15806497754328,106.95807143551743,Hanoi - Long Bien Station,20.75174247267534,105.58965734135572,,Completed,1766239110574,
Dvax2KT5TPE5f0eTd2aTPLrPHdvg,2025-11-01T11:54:55.188906+07:00,01/11/2025,20:15,Hanoi - Gia Lam Station,20.88480652613074,105.70638881671833,Uong Bi Bus Station,20.77742557346367,107.29169651005078,,Completed,1761972895188,
nFNtsmGHTwwat85zMCPL19X0sizk,2026-01-04T22:32:25.380104+07:00,04/01/2026,12:00,Cam Pha Bus Station,20.86562947275743,106.93077110451631,Hanoi - Long Bien Station,20.87343126403667,105.72495612456785,,Completed,1767540745380,
B6wUkk1DH0XdSaV96wSAPPDEQMDw,2025-12-03T10:28:27.683739+07:00,03/12/2025,05:45,Cam Pha Bus Station,21.18572911369511,107.24488155634525,Hanoi - Gia Lam Station,20.71986253490612,105.86059735081793,,Completed,1764732507683,
nfrbbBmwXucXGu0h9u5r4tzkjPdY,2026-01-03T00:56:10.147182+07:00,03/01/2026,14:00,Ha Long - Tuan Chau Port,20.64205886715775,107.25933426787002,Hanoi - My Dinh Bus Station,21.04734486260860,106.06382463702315,,Completed,1767376570147,
YyGDcMdrESwkjRdGYLA5Kpp1VS02,2025-12-07T03:21:15.412817+07:00,07/12/2025,05:00,Hanoi - My Dinh Bus Station,20.94511851370789,106.08759271220984,Van Don Ferry Terminal,20.78637126878338,107.19636015594278,,Completed,1765052475412,
U4ajvWUuKSJzedT48ErwLq285r7h,2025-11-13T11:05:06.697804+07:00,13/11/2025,12:00,Hanoi - Long Bien Station,21.09750107776140,105.89685845574169,Uong Bi Bus Station,20.69853370790059,106.79283921316144,,Completed,1763006706697,
WkabL5sgEJZvKB2xwVrKbZ7EF3uu,2026-01-02T20:12:26.536570+07:00,02/01/2026,13:15,Mong Cai Bus Station,20.74619367532970,107.23174460076262,Hanoi - Yen Nghia Station,20.73431510820787,105.94607403964645,,Completed,1767359546536,
H7TRH1QWgxgKGA1m3R8w1Xeyznzn,2025-12-28T16:05:14.619373+07:00,28/12/2025,13:45,Hanoi - Yen Nghia Station,21.07635059332150,105.84872713393173,Van Don Ferry Terminal,21.07819127040990,107.47069424167869,,Completed,1766912714619,
eAVHWHf9kD3GQQyrKX6MaoZ7ydxN,2025-10-16T22:55:05.742225+07:00,16/10/2025,15:45,Mong Cai Bus Station,20.67945799348243,106.76620571921465,Hanoi - Gia Lam Station,20.89935239242354,105.64786001624321,,Completed,1760630105742,
yntyJdTX4HWT46eSKkrTQXKm0HTU,2025-12-30T16:39:17.883427+07:00,30/12/2025,18:30,Van Don Ferry Terminal,21.14875638415403,107.23735990560628,Hanoi - Long Bien Station,21.06114518066963,105.65201410143922,,Completed,1767087557883,
o96bHq5vWNDp5XZKH7sG0F0Hcihv,2025-11-19T08:38:56.233597+07:00,19/11/2025,20:30,Hanoi - Luong Yen Station,20.86227100553172,106.09506122698021,Ha Long - Bai Chay Station,20.97577808506633,106.92192196894294,,Completed,1763516336233,
i03h2dmt9C4UWf92Gevw1iSeMd4x,2025-12-09T12:28:56.480381+07:00,09/12/2025,11:30,Ha Long - Tuan Chau Port,21.13019687987521,106.52880033499716,Hanoi - Gia Lam Station,21.20482514235088,105.75190706520893,,Completed,1765258136480,
5aTe0ex4VSeyqcgU6W3LGqmBPPvU,2025-10-24T22:36:11.752659+07:00,24/10/2025,15:30,Hanoi - Gia Lam Station,20.84434040783497,105.92667697589046,Mong Cai Bus Station,21.15148900547072,106.95359931516806,,Completed,1761320171752,
QrHt5TWB0P1fiTqrZFmvNk0AGKXQ,2025-12-29T10:26:46.495947+07:00,29/12/2025,09:15,Hanoi - My Dinh Bus Station,20.89910024859766,106.00791510920034,Ha Long - Tuan Chau Port,20.67650519628906,107.29266608873401,,Completed,1766978806495,
aWhniNgGhvbPUWKd61Cwd8xSWA5E,2025-12-28T07:39:43.235615+07:00,28/12/2025,15:30,Hanoi - Yen Nghia Station,20.92918353234361,105.74345241278002,Mong Cai Bus Station,21.14171101798714,107.03878031667247,,Completed,1766882383235,
YW0fprswqCbWpPpfdu7HuZ6iuSaU,2025-11-16T22:41:26.437991+07:00,16/11/2025,19:00,Van Don Ferry Terminal,20.87650871336584,106.49383564123846,Hanoi - Gia Lam Station,21.16821965286425,105.75991011581149,,Completed,1763307686437,
Dvax2KT5TPE5f0eTd2aTPLrPHdvg,2025-12-11T19:42:53.108137+07:00,11/12/2025,14:00,Ha Long - Bai Chay Station,20.95345998939218,107.28534729643704,Hanoi - Long Bien Station,21.26668656686547,106.00757456236022,,Completed,1765456973108,
4MmCs63i3SXrjzyWDt4ArRgDQui6,2025-12-04T00:52:41.565980+07:00,04/12/2025,04:00,Hanoi - Luong Yen Station,21.19846579306173,105.69775384735988,Mong Cai Bus Station,20.86777001448766,106.79855111067583,,Completed,1764784361565,
dWPYHvp7CUgDj18ec3FxRgXCSzpt,2025-12-12T17:38:57.802173+07:00,12/12/2025,22:00,Hanoi - Luong Yen Station,21.06431235622429,105.55335832711394,Ha Long - Tuan Chau Port,20.88782984931168,107.06970805310715,,Completed,1765535937802,
4YsY0BBigWuVeW9Hhfnq2LKojPdq,2025-10-16T14:17:34.829468+07:00,16/10/2025,07:15,Ha Long - Tuan Chau Port,20.65456453842728,106.77400625913833,Hanoi - Yen Nghia Station,20.97948939171836,105.85333979519301,,Completed,1760599054829,
pbUSUb4pV23C7RfMBWckR359J3ca,2025-10-18T05:51:11.666222+07:00,18/10/2025,05:45,Hanoi - My Dinh Bus Station,21.08660191176056,105.92815520196044,Mong Cai Bus Station,20.88309249669513,106.85553066286406,,Completed,1760741471666,
JUR6jWT0d6yoBYp6jLjHnZ2PoEmL,2025-12-08T12:34:34.187746+07:00,08/12/2025,09:00,Ha Long - Tuan Chau Port,20.80388882046484,107.30372170883930,Hanoi - Yen Nghia Station,20.84889842497288,105.66965587726595,,Completed,1765172074187,
x8EpX4s0vqcE9AEDHnw94Xw8USVa,2025-12-29T16:53:17.780424+07:00,29/12/2025,13:00,Ha Long - Tuan Chau Port,20.62848276876374,107.34075164335533,Hanoi - Gia Lam Station,20.78178457318839,105.96620953444848,,Completed,1767001997780,
Ti4xbVPoD3c6Exxstiuk05VgqF5i,2025-11-27T10:21:49.204931+07:00,27/11/2025,14:45,Hanoi - Giap Bat Station,20.80853123597166,105.57604612354102,Ha Long - Bai Chay Station,20.93128102442172,107.46387158798011,,Completed,1764213709204,
i2z6p7hb9jS5cngij2BnQ0J3Dwj7,2025-10-09T13:40:14.335274+07:00,09/10/2025,10:30,Mong Cai Bus Station,20.64283096907359,106.83538765628998,Hanoi - Luong Yen Station,20.82559836761163,105.54952989138373,,Completed,1759992014335,
sasnzenW5GcjW8UKTfVS8xiAXoTp,2025-12-13T00:50:29.063606+07:00,13/12/2025,05:45,Hanoi - Giap Bat Station,21.00497963680038,105.71875915349302,Cam Pha Bus Station,20.84359077230285,106.87576194232918,,Completed,1765561829063,
VJv94DEUzdF7NsNkABWNBr4WGShj,2025-10-11T23:07:47.311321+07:00,11/10/2025,05:15,Hanoi - My Dinh Bus Station,21.18207070045829,105.56707226425112,Uong Bi Bus Station,20.81007529254711,106.84158024641646,,Completed,1760198867311,
mrjY2bk6zFrs7z1BdfuDspCgK6tg,2025-12-28T18:49:48.418707+07:00,28/12/2025,07:45,Hanoi - Yen Nghia Station,21.08568762658686,106.06890136502676,Mong Cai Bus Station,20.67810923334011,106.79742442118730,,Completed,1766922588418,
Jv4W3hW1ZuCpDC3zmRCPUZTnQXKq,2025-12-27T11:57:10.056492+07:00,27/12/2025,10:45,Mong Cai Bus Station,20.67365050638744,107.29348652783712,Hanoi - Yen Nghia Station,21.29313936229826,105.76569353270294,,Completed,1766811430056,
VJv94DEUzdF7NsNkABWNBr4WGShj,2025-10-23T12:53:22.902389+07:00,23/10/2025,08:00,Hanoi - Long Bien Station,21.09953146377385,105.75756879664142,Mong Cai Bus Station,20.79798608811552,106.92232016500810,,Completed,1761198802902,
